rid,row_id,subjectcode,ANOVA_agegroup,ANOVA_alzheimerbroadcategory,ANOVA_gender,ANOVA_lefthippocampus,ANOVA_pp,ANOVA_var_D,ANOVA_var_I1,ANOVA_var_I2,ANOVA_var_I3,CL_age,CL_astigmatism,CL_contact_lenses,CL_spectacle_prescrip,CL_tear_prod_rate,Iris_Petal_Length,Iris_Petal_Width,Iris_Sepal_Length,Iris_Sepal_Width,Iris_class,_3rdventricle,_4thventricle,ab1_40,ab1_42,adnicategory,agegroup,alzheimerbroadcategory,apoe4,av45,car_buying,car_class,car_doors,car_lug_boot,car_maint,car_persons,car_safety,cerebellarvermallobulesiv,cerebellarvermallobulesviiix,cerebellarvermallobulesvivii,csfglobal,dataset,edsdcategory,fdg,gender,handedness,leftaccumbensarea,leftacgganteriorcingulategyrus,leftainsanteriorinsula,leftamygdala,leftangangulargyrus,leftaorganteriororbitalgyrus,leftbasalforebrain,leftcalccalcarinecortex,leftcaudate,leftcerebellumexterior,leftcerebellumwhitematter,leftcerebralwhitematter,leftcocentraloperculum,leftcuncuneus,leftententorhinalarea,leftfofrontaloperculum,leftfrpfrontalpole,leftfugfusiformgyrus,leftgregyrusrectus,lefthippocampus,leftinflatvent,leftioginferioroccipitalgyrus,leftitginferiortemporalgyrus,leftlateralventricle,leftliglingualgyrus,leftlorglateralorbitalgyrus,leftmcggmiddlecingulategyrus,leftmfcmedialfrontalcortex,leftmfgmiddlefrontalgyrus,leftmogmiddleoccipitalgyrus,leftmorgmedialorbitalgyrus,leftmpogpostcentralgyrusmedialsegment,leftmprgprecentralgyrusmedialsegment,leftmsfgsuperiorfrontalgyrusmedialsegment,leftmtgmiddletemporalgyrus,leftocpoccipitalpole,leftofugoccipitalfusiformgyrus,leftopifgopercularpartoftheinferiorfrontalgyrus,leftorifgorbitalpartoftheinferiorfrontalgyrus,leftpallidum,leftpcggposteriorcingulategyrus,leftpcuprecuneus,leftphgparahippocampalgyrus,leftpinsposteriorinsula,leftpogpostcentralgyrus,leftpoparietaloperculum,leftporgposteriororbitalgyrus,leftppplanumpolare,leftprgprecentralgyrus,leftptplanumtemporale,leftputamen,leftscasubcallosalarea,leftsfgsuperiorfrontalgyrus,leftsmcsupplementarymotorcortex,leftsmgsupramarginalgyrus,leftsogsuperioroccipitalgyrus,leftsplsuperiorparietallobule,leftstgsuperiortemporalgyrus,leftthalamusproper,lefttmptemporalpole,lefttrifgtriangularpartoftheinferiorfrontalgyrus,leftttgtransversetemporalgyrus,leftventraldc,minimentalstate,montrealcognitiveassessment,neurodegenerativescategories,opticchiasm,p_tau,parkinsonbroadcategory,pib,ppmicategory,rightaccumbensarea,rightacgganteriorcingulategyrus,rightainsanteriorinsula,rightamygdala,rightangangulargyrus,rightaorganteriororbitalgyrus,rightbasalforebrain,rightcalccalcarinecortex,rightcaudate,rightcerebellumexterior,rightcerebellumwhitematter,rightcerebralwhitematter,rightcocentraloperculum,rightcuncuneus,rightententorhinalarea,rightfofrontaloperculum,rightfrpfrontalpole,rightfugfusiformgyrus,rightgregyrusrectus,righthippocampus,rightinflatvent,rightioginferioroccipitalgyrus,rightitginferiortemporalgyrus,rightlateralventricle,rightliglingualgyrus,rightlorglateralorbitalgyrus,rightmcggmiddlecingulategyrus,rightmfcmedialfrontalcortex,rightmfgmiddlefrontalgyrus,rightmogmiddleoccipitalgyrus,rightmorgmedialorbitalgyrus,rightmpogpostcentralgyrusmedialsegment,rightmprgprecentralgyrusmedialsegment,rightmsfgsuperiorfrontalgyrusmedialsegment,rightmtgmiddletemporalgyrus,rightocpoccipitalpole,rightofugoccipitalfusiformgyrus,rightopifgopercularpartoftheinferiorfrontalgyrus,rightorifgorbitalpartoftheinferiorfrontalgyrus,rightpallidum,rightpcggposteriorcingulategyrus,rightpcuprecuneus,rightphgparahippocampalgyrus,rightpinsposteriorinsula,rightpogpostcentralgyrus,rightpoparietaloperculum,rightporgposteriororbitalgyrus,rightppplanumpolare,rightprgprecentralgyrus,rightptplanumtemporale,rightputamen,rightscasubcallosalarea,rightsfgsuperiorfrontalgyrus,rightsmcsupplementarymotorcortex,rightsmgsupramarginalgyrus,rightsogsuperioroccipitalgyrus,rightsplsuperiorparietallobule,rightstgsuperiortemporalgyrus,rightthalamusproper,righttmptemporalpole,righttrifgtriangularpartoftheinferiorfrontalgyrus,rightttgtransversetemporalgyrus,rightventraldc,rs10498633_t,rs11136000_t,rs11767557_c,rs1476679_c,rs17125944_c,rs190982_g,rs2718058_g,rs3764650_g,rs3818361_t,rs3851179_a,rs3865444_t,rs610932_a,rs744373_c,subjectage,subjectageyears,t_tau,updrshy,updrstotal
339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,desd-synthdata,,,,,,,,,,,,,,,,,,,,,,,,3.121,,,,,,,,,,,,,,,,,,,,1.6826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.1602,,,,,,,,,,,,,,,,,,,,1.6961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,desd-synthdata,,,,,,,,,,,,,,,,,,,,,,,,3.0738,,,,,,,,,,,,,,,,,,,,1.3981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.2181,,,,,,,,,,,,,,,,,,,,1.3845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,desd-synthdata,,,,,,,,,,,,,,,,,,,,,,,,2.9317,,,,,,,,,,,,,,,,,,,,1.6728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.2723,,,,,,,,,,,,,,,,,,,,1.7384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,desd-synthdata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,desd-synthdata,,,,,,,,,,,,,,,,,,,,,,,,3.1956,,,,,,,,,,,,,,,,,,,,1.5705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.6133,,,,,,,,,,,,,,,,,,,,1.5987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,desd-synthdata,,,,,,,,,,,,,,,,,,,,,,,,3.2747,,,,,,,,,,,,,,,,,,,,1.5046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.4931,,,,,,,,,,,,,,,,,,,,1.5032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,desd-synthdata,,,,,,,,,,,,,,,,,,,,,,,,3.7377,,,,,,,,,,,,,,,,,,,,1.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.58,,,,,,,,,,,,,,,,,,,,1.828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,desd-synthdata,,,,,,,,,,,,,,,,,,,,,,,,3.3067,,,,,,,,,,,,,,,,,,,,1.6675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.518,,,,,,,,,,,,,,,,,,,,1.6508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,desd-synthdata,,,,,,,,,,,,,,,,,,,,,,,,2.3976,,,,,,,,,,,,,,,,,,,,0.19332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.6149,,,,,,,,,,,,,,,,,,,,0.80256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,desd-synthdata,,,,,,,,,,,,,,,,,,,,,,,,3.0573,,,,,,,,,,,,,,,,,,,,1.5818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.3759,,,,,,,,,,,,,,,,,,,,1.5678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,desd-synthdata,,,,,,,,,,,,,,,,,,,,,,,,2.7905,,,,,,,,,,,,,,,,,,,,1.4316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.8578,,,,,,,,,,,,,,,,,,,,1.4455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,desd-synthdata,,,,,,,,,,,,,,,,,,,,,,,,2.4742,,,,,,,,,,,,,,,,,,,,1.4265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.4729,,,,,,,,,,,,,,,,,,,,1.4367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,desd-synthdata,,,,,,,,,,,,,,,,,,,,,,,,2.454,,,,,,,,,,,,,,,,,,,,1.429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.8602,,,,,,,,,,,,,,,,,,,,1.4477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,desd-synthdata,,,,,,,,,,,,,,,,,,,,,,,,2.8595,,,,,,,,,,,,,,,,,,,,1.6387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.1141,,,,,,,,,,,,,,,,,,,,1.6206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,desd-synthdata,,,,,,,,,,,,,,,,,,,,,,,,3.3223,,,,,,,,,,,,,,,,,,,,1.9314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.4092,,,,,,,,,,,,,,,,,,,,1.8399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,desd-synthdata,,,,,,,,,,,,,,,,,,,,,,,,2.0491,,,,,,,,,,,,,,,,,,,,0.31864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.4134,,,,,,,,,,,,,,,,,,,,0.81757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,desd-synthdata,,,,,,,,,,,,,,,,,,,,,,,,3.1014,,,,,,,,,,,,,,,,,,,,1.5944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.051,,,,,,,,,,,,,,,,,,,,1.6414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,desd-synthdata,,,,,,,,,,,,,,,,,,,,,,,,2.577,,,,,,,,,,,,,,,,,,,,1.3106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.818,,,,,,,,,,,,,,,,,,,,1.3569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,desd-synthdata,,,,,,,,,,,,,,,,,,,,,,,,2.8438,,,,,,,,,,,,,,,,,,,,1.5185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0204,,,,,,,,,,,,,,,,,,,,1.5892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,desd-synthdata,,,,,,,,,,,,,,,,,,,,,,,,3.6808,,,,,,,,,,,,,,,,,,,,1.7408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.2465,,,,,,,,,,,,,,,,,,,,1.828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,desd-synthdata,,,,,,,,,,,,,,,,,,,,,,,,2.6663,,,,,,,,,,,,,,,,,,,,1.4402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.7748,,,,,,,,,,,,,,,,,,,,1.4184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,desd-synthdata,,,,,,,,,,,,,,,,,,,,,,,,3.3742,,,,,,,,,,,,,,,,,,,,1.6675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5761,,,,,,,,,,,,,,,,,,,,1.6165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,desd-synthdata,,,,,,,,,,,,,,,,,,,,,,,,3.189,,,,,,,,,,,,,,,,,,,,1.8023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.3797,,,,,,,,,,,,,,,,,,,,1.7519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,desd-synthdata,,,,,,,,,,,,,,,,,,,,,,,,2.6837,,,,,,,,,,,,,,,,,,,,1.5027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.7141,,,,,,,,,,,,,,,,,,,,1.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,desd-synthdata,,,,,,,,,,,,,,,,,,,,,,,,3.5866,,,,,,,,,,,,,,,,,,,,1.6728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0554,,,,,,,,,,,,,,,,,,,,1.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,desd-synthdata,,,,,,,,,,,,,,,,,,,,,,,,3.3065,,,,,,,,,,,,,,,,,,,,1.5034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5952,,,,,,,,,,,,,,,,,,,,1.5391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,desd-synthdata,,,,,,,,,,,,,,,,,,,,,,,,3.3746,,,,,,,,,,,,,,,,,,,,1.6208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.4753,,,,,,,,,,,,,,,,,,,,1.6519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,desd-synthdata,,,,,,,,,,,,,,,,,,,,,,,,3.5722,,,,,,,,,,,,,,,,,,,,1.5518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.6065,,,,,,,,,,,,,,,,,,,,1.5787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,desd-synthdata,,,,,,,,,,,,,,,,,,,,,,,,3.4302,,,,,,,,,,,,,,,,,,,,1.6093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.2833,,,,,,,,,,,,,,,,,,,,1.541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,desd-synthdata,,,,,,,,,,,,,,,,,,,,,,,,2.9863,,,,,,,,,,,,,,,,,,,,1.5147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0233,,,,,,,,,,,,,,,,,,,,1.5275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,desd-synthdata,,,,,,,,,,,,,,,,,,,,,,,,3.0577,,,,,,,,,,,,,,,,,,,,1.6597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.328,,,,,,,,,,,,,,,,,,,,1.6529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,desd-synthdata,,,,,,,,,,,,,,,,,,,,,,,,3.1767,,,,,,,,,,,,,,,,,,,,1.7506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.3784,,,,,,,,,,,,,,,,,,,,1.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,desd-synthdata,,,,,,,,,,,,,,,,,,,,,,,,2.728,,,,,,,,,,,,,,,,,,,,1.3888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.554,,,,,,,,,,,,,,,,,,,,1.3856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,desd-synthdata,,,,,,,,,,,,,,,,,,,,,,,,3.4198,,,,,,,,,,,,,,,,,,,,1.7725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.6539,,,,,,,,,,,,,,,,,,,,1.828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,desd-synthdata,,,,,,,,,,,,,,,,,,,,,,,,3.0048,,,,,,,,,,,,,,,,,,,,1.5705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.8518,,,,,,,,,,,,,,,,,,,,1.5456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,desd-synthdata,,,,,,,,,,,,,,,,,,,,,,,,3.2016,,,,,,,,,,,,,,,,,,,,1.668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.3372,,,,,,,,,,,,,,,,,,,,1.6559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,desd-synthdata,,,,,,,,,,,,,,,,,,,,,,,,2.9587,,,,,,,,,,,,,,,,,,,,1.4829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.9997,,,,,,,,,,,,,,,,,,,,1.4997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,desd-synthdata,,,,,,,,,,,,,,,,,,,,,,,,3.135,,,,,,,,,,,,,,,,,,,,1.5711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.19,,,,,,,,,,,,,,,,,,,,1.6059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,desd-synthdata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,desd-synthdata,,,,,,,,,,,,,,,,,,,,,,,,3.1069,,,,,,,,,,,,,,,,,,,,1.4831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.4077,,,,,,,,,,,,,,,,,,,,1.4998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,desd-synthdata,,,,,,,,,,,,,,,,,,,,,,,,3.0689,,,,,,,,,,,,,,,,,,,,1.369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0601,,,,,,,,,,,,,,,,,,,,1.3688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,desd-synthdata,,,,,,,,,,,,,,,,,,,,,,,,3.1525,,,,,,,,,,,,,,,,,,,,1.7342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.2705,,,,,,,,,,,,,,,,,,,,1.7454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,desd-synthdata,,,,,,,,,,,,,,,,,,,,,,,,3.1951,,,,,,,,,,,,,,,,,,,,1.7045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.3254,,,,,,,,,,,,,,,,,,,,1.6892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,desd-synthdata,,,,,,,,,,,,,,,,,,,,,,,,2.6235,,,,,,,,,,,,,,,,,,,,1.4886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.9698,,,,,,,,,,,,,,,,,,,,1.5111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,desd-synthdata,,,,,,,,,,,,,,,,,,,,,,,,3.1406,,,,,,,,,,,,,,,,,,,,1.4805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.1839,,,,,,,,,,,,,,,,,,,,1.4856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,desd-synthdata,,,,,,,,,,,,,,,,,,,,,,,,3.2824,,,,,,,,,,,,,,,,,,,,1.7879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.3869,,,,,,,,,,,,,,,,,,,,1.7571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,desd-synthdata,,,,,,,,,,,,,,,,,,,,,,,,2.3086,,,,,,,,,,,,,,,,,,,,1.3575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.6,,,,,,,,,,,,,,,,,,,,1.3894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,desd-synthdata,,,,,,,,,,,,,,,,,,,,,,,,2.8601,,,,,,,,,,,,,,,,,,,,1.4265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.9906,,,,,,,,,,,,,,,,,,,,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,desd-synthdata,,,,,,,,,,,,,,,,,,,,,,,,3.2225,,,,,,,,,,,,,,,,,,,,1.6395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.4931,,,,,,,,,,,,,,,,,,,,1.5997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,desd-synthdata,,,,,,,,,,,,,,,,,,,,,,,,2.6566,,,,,,,,,,,,,,,,,,,,1.6861,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.93,,,,,,,,,,,,,,,,,,,,1.6753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,desd-synthdata,,,,,,,,,,,,,,,,,,,,,,,,2.8124,,,,,,,,,,,,,,,,,,,,1.3795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.8784,,,,,,,,,,,,,,,,,,,,1.4021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,desd-synthdata,,,,,,,,,,,,,,,,,,,,,,,,3.1956,,,,,,,,,,,,,,,,,,,,1.613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.6014,,,,,,,,,,,,,,,,,,,,1.6485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
